MD,TVD,WOB,Torque,ROP,RPM,Diameter,Standpipe Pressure,Hookload,Gamma,MSE,complication
491.033,490.7603088,6.783699498756512,0.4251847143030274,46.15344440390574,84.0,311.15,9440.922213962509,93.7802224975,150.88,-7.052692053422027,0
491.185,490.91087999999996,6.688755088967452,0.2990400377033043,45.07186888887212,84.0,311.15,9499.94133639202,93.9798031403,150.88,-5.797102961462374,0
491.222,490.91087999999996,6.589791913581741,0.19341251339754978,44.097526256631724,84.0,311.15,9499.94133639202,93.9798031403,150.88,-4.532068819012725,0
491.338,491.06175599999995,6.487085359194848,0.10753653513693939,43.2267993029576,84.0,311.15,9313.024466174229,94.0795934617,146.26,-3.2585022306248375,0
491.341,491.06175599999995,6.380910812402238,0.04064649667264869,42.4560708236228,84.0,311.15,9313.024466174229,94.0795934617,146.26,-1.977315800850472,0
491.399,491.06175599999995,6.271543659799377,-0.008023208244146818,41.78172361440038,84.0,311.15,9313.024466174229,94.0795934617,146.26,-0.6894221342413873,0
491.49,491.2123272,6.159259287981735,-0.039238185862271624,41.20014047106338,84.0,311.15,9252.55744471315,93.7303273368,146.26,0.6042661646506549,0
491.517,491.2123272,6.044333083544775,-0.053764042430550274,40.707704189384856,84.0,311.15,9252.55744471315,93.7303273368,146.26,1.9028364912738995,0
491.642,491.3632032,5.927040433083965,-0.05236638419780704,40.300797565137856,84.0,311.15,9437.61273046178,93.8845487426,146.26,3.205376241076583,0
491.694,491.3632032,5.807656723194772,-0.035810817412866625,39.975803394095436,84.0,311.15,9437.61273046178,93.8845487426,146.26,4.510972809506948,0
491.795,491.5137744,5.686457340472663,-0.004862948324553251,39.729104472030635,84.0,311.15,9448.437499412059,93.8301176582,146.26,5.818713592013233,0
491.871,491.5137744,5.563717671513104,0.03971161681830815,39.55708359471652,84.0,311.15,9448.437499412059,93.8301176582,146.26,7.127685984043683,0
491.92900000000003,491.5137744,5.439713102911562,0.0971472717668938,39.45612355792612,84.0,311.15,9448.437499412059,93.8301176582,146.26,8.436977381046535,0
491.94699999999995,491.66465039999997,5.314719021263504,0.16667841027237845,39.4226071574325,84.0,311.15,9263.93379424687,93.9661953692,146.26,9.74567517847003,0
492.045,491.66465039999997,5.189010813164396,0.2475394260859381,39.452917189008716,84.0,311.15,9263.93379424687,93.9661953692,146.26,11.05286677176241,0
492.1,491.81522160000003,5.062863865209704,0.3389647129587485,39.5434364484278,84.0,311.15,9279.99857873996,93.9344439033,155.49,12.357639556371915,0
495.605,495.27896880000003,4.936553563994897,0.4401886646419848,39.690547731462814,84.0,311.15,9435.40640812797,95.39501133469999,144.72,13.659080927746786,0
495.75699999999995,495.4292352,4.810355296115439,0.5504456748868221,39.8906338338868,84.0,311.15,9547.37726656902,95.2861491659,144.72,14.956278281335258,0
495.8,495.4292352,4.684544448166799,0.6689701374444367,40.14007755147282,84.0,311.15,9547.37726656902,95.2861491659,144.72,16.248319012585583,0
496.06199999999995,495.73037760000005,4.559396406744441,0.7949964460660043,40.43526167999392,84.0,311.15,9317.57500598772,95.1319277601,157.03,17.53429051694599,0
496.129,495.73037760000005,4.435186558443835,0.9277589945026993,40.77256901522315,84.0,311.15,9317.57500598772,95.1319277601,157.03,18.81328018986473,0
496.519,496.1817864,4.312190289860445,1.0664921765056978,41.14838235293355,84.0,311.15,9389.5562721284,95.5673764353,144.72,20.084375426790032,0
496.522,496.1817864,4.190682987589739,1.2104303858261751,41.559084488898186,84.0,311.15,9389.5562721284,95.5673764353,144.72,21.346663623170148,0
496.58,496.1817864,4.070940038227183,1.3588080162153084,42.0010582188901,84.0,311.15,9389.5562721284,95.5673764353,144.72,22.599232174453313,0
501.39599999999996,500.9927496,3.953236828368245,1.5108594614242703,42.47068633868235,92.9,311.15,9466.43281594723,96.1298309741,144.72,23.841168476087766,0
501.494,500.9927496,3.83784874460839,1.6658191152042399,42.964351644047966,92.9,311.15,9466.43281594723,96.1298309741,144.72,25.071559923521754,0
501.548,501.143016,3.7250511735430853,1.8229213713063883,43.478436930760026,126.0,311.15,10242.3688017204,97.749155735,144.72,26.28949391220351,0
501.70099999999996,501.2932824,3.6151195017677984,1.9814006234818955,44.00932499459156,126.0,311.15,10106.6799781908,97.74008388760001,141.64,27.494057837581273,0
501.853,501.4435488,3.5083291158779946,2.1404912654819332,44.55339863131563,126.0,311.15,9978.78223040257,97.26834782280001,141.64,28.684339095103297,0
501.969,501.4435488,3.4049554024691413,2.29942769105768,45.10704063670528,126.0,311.15,9978.78223040257,97.26834782280001,141.64,29.85942508021781,0
502.006,501.5938152,3.3052737481367616,2.45744429396036,45.66663380653436,126.0,311.15,10044.1445295418,97.11412641700001,146.26,31.018403188373057,0
502.042,501.5938152,3.2003027547824945,2.5757353243261405,46.053974561188426,126.0,311.15,10044.1445295418,97.11412641700001,146.26,32.16036081501728,0
502.158,501.74377680000003,3.109806818856292,2.693670263895875,46.429253617751755,126.38,311.15,10169.0085841211,97.1095904933,146.26,33.284385355598715,0
502.259,501.74377680000003,3.0310515667928013,2.8012120163826197,46.80455586329617,126.38,311.15,10169.0085841211,97.1095904933,146.26,34.38956420556561,0
502.31,501.8940432,2.961011369020159,2.908270848757044,47.19349423792405,126.43,311.15,10166.043838485,97.14587788290001,149.34,35.47498476036619,0
502.332,501.8940432,2.8947437557456186,3.0253152922504194,47.58077135394835,126.43,311.15,10166.043838485,97.14587788290001,149.34,36.53973441544872,0
502.402,501.8940432,2.8357584428687814,3.1395289484583477,47.96689849815509,126.43,311.15,10166.043838485,97.14587788290001,149.34,37.58290056626142,0
502.463,502.04430959999996,2.7858498386605466,3.2556642392291226,48.344436403446245,126.05,311.15,10093.373096615,97.20484489100001,149.34,38.60357060825254,0
502.475,502.04430959999996,2.7436892563852564,3.3671380593020324,48.718087835510715,126.05,311.15,10093.373096615,97.20484489100001,149.34,39.60083193687032,0
502.548,502.04430959999996,2.6985178083908963,3.4734606717132452,49.07264001619582,126.05,311.15,10093.373096615,97.20484489100001,149.34,40.573771947562996,0
502.615,502.194576,2.6587825790385664,3.575370090334265,49.42000998467914,126.81,311.15,10112.609469463001,97.3454585257,149.34,41.52147803577309,0
502.621,502.194576,2.6336234734887,3.6705754942756657,49.768985195253514,126.81,311.15,10112.609469463001,97.3454585257,149.34,42.5166408183191,0
502.76800000000003,502.3445376,2.6176500650491885,3.7588994660073256,50.109323216132324,126.0,311.15,10055.038246065,97.29102744129999,152.42,43.48546174235956,0
502.838,502.3445376,2.611427761269453,3.8355605223666185,50.44099396213321,126.0,311.15,10055.038246065,97.29102744129999,152.42,44.423602442590635,0
502.917,502.3445376,2.6163878156510965,3.903665712516022,50.760649186362166,126.0,311.15,10055.038246065,97.29102744129999,152.42,45.277867973058584,0
502.92,502.494804,2.6320747693370374,3.963926141702655,51.068327402692105,126.43,311.15,10133.0868986237,97.07330310370001,152.42,46.1522860614624,0
503.048,502.494804,2.6530542041550986,4.0081637408030115,51.33989505211854,126.43,311.15,10133.0868986237,97.07330310370001,152.42,46.98561845057661,0
503.07199999999995,502.6447656,2.650321030902982,4.043536742076352,51.54220669233606,126.86,311.15,10186.314424926899,97.08237495110001,141.64,47.77770534198852,0
503.124,502.6447656,2.6471230363505507,4.062120735031723,51.729457714445374,126.86,311.15,10186.314424926899,97.08237495110001,141.64,48.53717150389635,0
503.225,502.79503200000005,2.6495061982632953,4.071994406273227,51.89099558448866,126.77,311.15,10143.015349125799,97.2774196702,141.64,49.24488518296535,0
503.25800000000004,502.79503200000005,2.6655684298822075,4.0725567965229015,52.01566797539089,126.77,311.15,10143.015349125799,97.2774196702,141.64,49.89844868393112,0
503.32800000000003,502.79503200000005,2.6868538245439106,4.068117949844126,52.11142669122464,126.77,311.15,10143.015349125799,97.2774196702,141.64,50.58473124215209,0
503.37699999999995,502.94499360000015,2.6980149371610262,4.052319178903575,52.194800434407284,127.0,311.15,10075.3088325069,97.159485654,147.8,51.19907249842103,0
503.395,502.94499360000015,2.7145231451624627,4.024588226955961,52.24837915992629,127.0,311.15,10075.3088325069,97.159485654,147.8,51.738915269815365,0
503.466,502.94499360000015,2.742813387817562,3.979441833914664,52.27076136609466,127.0,311.15,10075.3088325069,97.159485654,147.8,52.14074232001796,0
503.53,503.09525999999994,2.7729675368798756,3.946812615374586,51.85028440439895,126.27,311.15,10165.3543627557,97.159485654,147.8,52.4682214168821,0
503.536,503.09525999999994,2.8064633579888696,3.9035042607697057,51.33227620148543,126.27,311.15,10165.3543627557,97.159485654,147.8,52.68939325162432,0
503.606,503.09525999999994,2.786026704815747,3.931861466102204,50.70270351192879,126.27,311.15,10165.3543627557,97.159485654,147.8,52.739504797892806,0
503.676,503.09525999999994,2.783747850123138,3.9478780175094577,50.460854094392175,126.27,311.15,10165.3543627557,97.159485654,147.8,52.713353966820755,0
503.68199999999996,503.2452216,2.783115705157842,3.9617845739831608,50.34654552455134,126.45,311.15,10032.216599424599,97.0370157141,147.8,52.6083178267555,0
503.834,503.395488,2.7818086840760783,3.9740622617273424,50.22400627793521,126.55,311.15,10038.904513999,97.0007283245,152.42,52.496184737313904,0
503.88300000000004,503.395488,2.7742415493476726,3.999101813063831,50.171282520065965,126.55,311.15,10038.904513999,97.0007283245,152.42,52.28951399648769,0
503.95300000000003,503.395488,2.766652208824415,4.021288153261219,50.12206513777724,126.55,311.15,10038.904513999,97.0007283245,152.42,51.98366228793969,0
503.98699999999997,503.54544960000004,2.7583231152543313,4.0438241261848,50.07963777144531,126.33,311.15,10052.6940285853,97.5405032448,152.42,51.49255288476933,0
504.09,503.54544960000004,2.7497725038766982,4.058386535530214,50.04139268908117,126.33,311.15,10052.6940285853,97.5405032448,152.42,50.927311291175634,0
504.139,503.695716,2.74318242412171,4.0696086876351325,50.008024753543516,126.41,311.15,9997.880708104649,97.4044255338,140.1,50.52948296708983,0
504.161,503.695716,2.736821604194638,4.078948132987152,49.97982231477085,126.41,311.15,9997.880708104649,97.4044255338,140.1,50.062124298705164,0
504.292,503.84567760000004,2.73224474981332,4.077733477682353,49.955693675863216,126.45,311.15,9971.81852553647,97.60854210030001,140.1,51.10733480437589,0
504.37699999999995,503.84567760000004,2.723062713658332,4.0871748170253825,49.93608172619466,126.45,311.15,9971.81852553647,97.60854210030001,140.1,51.30342579912921,0
504.441,503.84567760000004,2.7131781941824675,4.097685325710698,49.92250153296638,126.45,311.15,9971.81852553647,97.60854210030001,140.1,51.39306745056653,0
504.444,503.99563919999997,2.7052616482713074,4.117173627836278,49.91474310483157,126.36,311.15,10014.221282889499,97.4044255338,144.72,51.47103474956803,0
504.50800000000004,503.99563919999997,2.7001762211722524,4.1311485322159225,49.913808367086965,126.36,311.15,10014.221282889499,97.4044255338,144.72,51.544373261349676,0
504.57800000000003,503.99563919999997,2.6945692579725207,4.143856937341116,49.919830323662204,126.36,311.15,10014.221282889499,97.4044255338,144.72,51.71581860264063,0
504.596,504.1459056,2.687750818624544,4.14929534972043,49.935497162228465,126.27,311.15,10110.4720947021,97.4815362367,144.72,51.90053774474619,0
504.648,504.1459056,2.6851957118408634,4.157304612073617,49.95925223673329,126.27,311.15,10110.4720947021,97.4815362367,144.72,52.07192066351874,0
504.718,504.1459056,2.6812779494569696,4.165637674873586,49.990732266582846,126.27,311.15,10110.4720947021,97.4815362367,144.72,52.09259673918724,0
504.749,504.29586720000003,2.6845275574785123,4.170600880946236,50.018516819752385,126.09,311.15,9993.05437799943,97.2547400517,144.72,52.112456530939646,0
504.855,504.29586720000003,2.6796441430969344,4.169950589190232,50.05221928154733,126.09,311.15,9993.05437799943,97.2547400517,144.72,52.130468877096064,0
504.901,504.44582879999996,2.6692231436206173,4.177665650583462,50.06531694232611,126.36,311.15,9967.819566306429,97.4588566182,149.34,52.39714121777712,0
504.926,504.44582879999996,2.6593422851001205,4.186907327933546,50.0811535242338,126.36,311.15,9967.819566306429,97.4588566182,149.34,52.54646272918886,0
504.996,504.44582879999996,2.6518914607242015,4.194137137133674,50.08414526574929,126.36,311.15,9967.819566306429,97.4588566182,149.34,52.74222601079841,0
505.05400000000003,504.5960952,2.644298999386533,4.202484551199983,50.08703981518762,126.45,311.15,9996.9154420836,97.1504138066,149.34,52.89345528742791,0
505.066,504.5960952,2.630332214597897,4.22228140555186,50.08985088429413,126.45,311.15,9996.9154420836,97.1504138066,149.34,53.0342369590058,0
505.13599999999997,504.5960952,2.6212379213403993,4.237210310361417,50.091535251221444,126.45,311.15,9996.9154420836,97.1504138066,149.34,53.272671348648636,0
505.20599999999996,504.7460568,2.613743945703676,4.2505847936355865,50.092998415433726,126.23,311.15,10089.5120325309,97.2456682043,146.26,53.4910916600159,0
