MD,TVD,WOB,Torque,ROP,RPM,Diameter,Standpipe Pressure,Hookload,Gamma,MSE,complication
301.231,301.220124,4.597334052547541,4.8608967495159785,58.85366023423513,208.0,444.5,13463.0004891016,95.129326407858,43.497,33.10580590141766,0
301.295,301.2853512000001,4.377258296617566,4.659065094604837,60.50652792959505,208.0,444.5,13463.0004891016,95.129326407858,43.497,32.38057985444458,0
301.334,301.3246704,4.177856693439232,4.474579757369856,61.990395365889704,208.0,444.5,13463.0004891016,95.129326407858,43.497,31.714391506825972,0
301.438,301.428912,3.9984045944017392,4.306857152794169,63.311502989465424,208.0,444.5,13463.0004891016,95.129326407858,43.497,31.105402425497733,0
301.447,301.4377512000001,3.8381773508942922,4.155313695860908,64.47609124666856,208.0,444.5,13463.0004891016,95.129326407858,38.664,30.551774177395767,0
301.5420000000001,301.53315360000005,3.696450314306094,4.019365801553206,65.49040058384546,208.0,444.5,13463.0004891016,95.129326407858,38.664,30.051668329455975,0
301.6,301.5901512000001,3.5724988360263477,3.898429884854194,66.36067144734245,208.0,444.5,13463.0004891016,95.129326407858,41.081,29.60324644861426,0
301.648,301.6373952,3.4655982674442565,3.791922360747005,67.09314428350591,208.0,444.5,13463.0004891016,95.129326407858,41.081,29.204670101806524,0
301.749,301.7407224,3.3750239599490235,3.699259644214772,67.69405953868215,208.0,444.5,13463.0004891016,95.129326407858,41.081,28.854100855968667,0
301.752,301.7425512000001,3.300051264929852,3.6198581502406264,68.16965765921755,208.0,444.5,13463.0004891016,95.129326407858,41.081,28.549700278036596,0
301.85,301.8394776,3.2399555337759445,3.553134293807701,68.52617909145843,208.0,444.5,13463.0004891016,95.129326407858,41.081,28.289629934946202,0
301.904,301.8949512000001,3.1940121178765057,3.498504489899127,68.76986428175113,208.0,444.5,13463.0004891016,95.129326407858,43.497,28.072051393633394,0
301.935,301.925736,3.1614963686207376,3.455385153498039,68.90695367644201,208.0,444.5,13463.0004891016,95.129326407858,43.497,27.895126221034076,0
301.999,302.0100098472,3.1416836373978434,3.423192699587567,68.94368772187741,183.0,444.5,9204.00008915717,95.7105642066997,43.497,27.75701598408414,0
302.02,302.0098608,3.133849275597027,3.4013435431508445,68.88630686440366,183.0,444.5,9204.00008915717,95.7105642066997,43.497,27.6558822497195,0
302.057,302.0473512000001,3.137268634607491,3.389254099171004,68.74105155036715,183.0,444.5,9204.00008915717,95.7105642066997,55.58,27.58988658487605,0
