MD,TVD,WOB,Torque,ROP,RPM,Diameter,Standpipe Pressure,Hookload,Gamma,MSE,complication
2828.239,2530.2615384,14.847068462243692,15.600000638962596,4.689999967200001,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.1058475007494,0
2828.3920000000007,2530.2615384,14.847068462243692,15.600000638962596,4.689999967200001,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.1058475007494,0
2828.544000000001,2530.2615384,14.847068462243692,15.600000638962596,4.6899999672,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.1058475007494,0
2828.696,2530.2615384,14.847068462243692,15.600000638962594,4.6899999672,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.1058475007494,0
2828.849,2530.2615384,14.847068462243694,15.600000638962594,4.6899999672,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.1058475007494,0
2829.001,2530.2615384,14.847068462243694,15.600000638962594,4.6899999671999995,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.1058475007494,0
2829.1540000000005,2530.2615384,14.847068462243694,15.600000638962594,4.6899999671999995,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2829.306,2530.2615384,14.847068462243694,15.600000638962594,4.6899999671999995,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2829.458,2530.2615384,14.847068462243694,15.600000638962594,4.6899999671999995,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2829.611,2530.2615384,14.847068462243694,15.600000638962594,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2829.763,2530.3926024,14.847068462243694,15.600000638962594,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2829.916,2530.5233616,14.847068462243694,15.600000638962594,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2830.028,2530.6541208,14.847068462243694,15.600000638962594,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2830.181,2530.78488,14.847068462243694,15.600000638962594,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2830.22,2530.78488,14.847068462243694,15.600000638962596,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2830.333,2530.9156391999995,14.847068462243694,15.600000638962596,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2830.373,2530.9156391999995,14.847068462243696,15.600000638962596,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
2830.486,2531.0463984000007,14.847068462243696,15.600000638962596,4.689999967199999,99.18,215.9,19732.0007315855,136.947890313678,19.07,3401.10584750075,0
